job_title,salary
Solution Architect,248487.18 to 252512.82
Solution Architect,107589.74 to 111615.38
Solution Architect,167974.36 to 172000.0
Solution Architect,123692.31 to 127717.95
Prompt Engineer,71358.97 to 75384.62
Data Specialist,127717.95 to 131743.59
Developer,107589.74 to 111615.38
Product Manager,232384.62 to 236410.26
Data Visualization Analyst,159923.08 to 163948.72
Data Visualization Analyst,95512.82 to 99538.46
Python Developer,71358.97 to 75384.62
Platform Engineer,99538.46 to 103564.1
Analytics Specialist,139794.87 to 143820.51
Analytics Specialist,91487.18 to 95512.82
Research Associate,83435.9 to 87461.54
Full Stack Developer,151871.79 to 155897.44
Platform Engineer,180051.28 to 184076.92
Head of Data,216282.05 to 220307.69
Head of Data,176025.64 to 180051.28
BI Developer,103564.1 to 107589.74
BI Developer,83435.9 to 87461.54
Member of Technical Staff,184076.92 to 188102.56
Head of Data,208230.77 to 212256.41
AI Governance Lead,135769.23 to 139794.87
AI Governance Lead,111615.38 to 115641.03
Director of Machine Learning,373282.05 to 377307.69
Director of Machine Learning,192128.21 to 196153.85
Software Engineer,240435.9 to 244461.54
Member of Technical Staff,172000.0 to 176025.64
Product Manager,248487.18 to 252512.82
Product Manager,111615.38 to 115641.03
Data Scientist,220307.69 to 224333.33
Research Engineer,349128.21 to 353153.85
AI Architect,256538.46 to 260564.1
AI Architect,216282.05 to 220307.69
Business Intelligence Developer,119666.67 to 123692.31
Enterprise Account Executive,353153.85 to 357179.49
Enterprise Account Executive,244461.54 to 248487.18
Manager,558461.54 to 562487.18
Business Intelligence Analyst,244461.54 to 248487.18
Software Developer,71358.97 to 75384.62
Quantitative Analyst,155897.44 to 159923.08
Quantitative Analyst,107589.74 to 111615.38
Quantitative Analyst,188102.56 to 192128.21
Quantitative Analyst,123692.31 to 127717.95
Software Engineer,264589.74 to 268615.38
Research Engineer,357179.49 to 361205.13
Data Specialist,75384.62 to 79410.26
DataOps Engineer,172000.0 to 176025.64
DataOps Engineer,123692.31 to 127717.95
AI Engineer,312897.44 to 316923.08
Analytics Specialist,31102.56 to 35128.21
Analytics Specialist,27076.92 to 31102.56
Architect,99538.46 to 103564.1
Product Manager,268615.38 to 272641.03
Data Architect,264589.74 to 268615.38
Data Governance Specialist,51230.77 to 55256.41
Data Governance Specialist,27076.92 to 31102.56
Backend Engineer,123692.31 to 127717.95
Backend Engineer,99538.46 to 103564.1
Analyst,184076.92 to 188102.56
System Engineer,155897.44 to 159923.08
System Engineer,139794.87 to 143820.51
Software Developer,151871.79 to 155897.44
Data Visualization Engineer,147846.15 to 151871.79
Data Visualization Engineer,71358.97 to 75384.62
AI Developer,163948.72 to 167974.36
Data Architect,240435.9 to 244461.54
Data Governance Lead,167974.36 to 172000.0
Data Governance Lead,111615.38 to 115641.03
Platform Engineer,224333.33 to 228358.97
Associate,135769.23 to 139794.87
Software Engineer,312897.44 to 316923.08
Data Management Analyst,139794.87 to 143820.51
Data Management Analyst,95512.82 to 99538.46
Consultant,143820.51 to 147846.15
Developer,143820.51 to 147846.15
Business Analyst,99538.46 to 103564.1
Tableau Developer,123692.31 to 127717.95
Tableau Developer,111615.38 to 115641.03
Analyst,272641.03 to 276666.67
Data and Reporting Analyst,99538.46 to 103564.1
Data and Reporting Analyst,47205.13 to 51230.77
Analytics Engineer,719487.18 to 723512.82
Data Product Owner,119666.67 to 123692.31
Full Stack Developer,119666.67 to 123692.31
Research Engineer,216282.05 to 220307.69
Research Engineer,167974.36 to 172000.0
Solutions Architect,300820.51 to 304846.15
Solutions Architect,220307.69 to 224333.33
Systems Engineer,131743.59 to 135769.23
Systems Engineer,99538.46 to 103564.1
Computer Vision Engineer,248487.18 to 252512.82
Software Developer,99538.46 to 103564.1
AI Engineer,236410.26 to 240435.9
Analytics Engineer,212256.41 to 216282.05
Analytics Engineer,200179.49 to 204205.13
Member of Technical Staff,59282.05 to 63307.69
Account Executive,409512.82 to 413538.46
Account Executive,349128.21 to 353153.85
Research Engineer,526256.41 to 530282.05
Product Manager,288743.59 to 292769.23
Data Architect,67333.33 to 71358.97
DevOps Engineer,276666.67 to 280692.31
DevOps Engineer,184076.92 to 188102.56
Data Architect,131743.59 to 135769.23
Data Governance Analyst,123692.31 to 127717.95
Data Governance Analyst,75384.62 to 79410.26
Software Engineer,598717.95 to 602743.59
Developer,27076.92 to 31102.56
Solutions Architect,264589.74 to 268615.38
AI Developer,216282.05 to 220307.69
AI Developer,292769.23 to 296794.87
AI Developer,139794.87 to 143820.51
Consultant,55256.41 to 59282.05
Product Specialist,79410.26 to 83435.9
Product Specialist,59282.05 to 63307.69
Architect,115641.03 to 119666.67
Technical Lead,208230.77 to 212256.41
Technical Lead,139794.87 to 143820.51
Analytics Engineer,236410.26 to 240435.9
Analytics Engineer,135769.23 to 139794.87
Business Intelligence Engineer,75384.62 to 79410.26
Business Intelligence Engineer,47205.13 to 51230.77
Data Specialist,111615.38 to 115641.03
Software Development Engineer,252512.82 to 256538.46
Software Development Engineer,155897.44 to 159923.08
Engineer,349128.21 to 353153.85
Data Specialist,99538.46 to 103564.1
Research Engineer,180051.28 to 184076.92
Research Engineer,87461.54 to 91487.18
Engineering Manager,115641.03 to 119666.67
Technical Lead,188102.56 to 192128.21
Data Governance Manager,180051.28 to 184076.92
Data Governance Manager,107589.74 to 111615.38
Solutions Architect,216282.05 to 220307.69
Solutions Architect,95512.82 to 99538.46
Business Intelligence,232384.62 to 236410.26
Business Intelligence,147846.15 to 151871.79
Software Development Engineer,176025.64 to 180051.28
Data Governance,172000.0 to 176025.64
Data Operations,47205.13 to 51230.77
Data Operations,43179.49 to 47205.13
Solutions Engineer,151871.79 to 155897.44
AI Engineer,324974.36 to 329000.0
AI Engineer,184076.92 to 188102.56
BI Analyst,127717.95 to 131743.59
Head of AI,208230.77 to 212256.41
Business Intelligence Engineer,79410.26 to 83435.9
Business Intelligence Engineer,123692.31 to 127717.95
Software Engineer,272641.03 to 276666.67
Solutions Architect,135769.23 to 139794.87
System Engineer,111615.38 to 115641.03
System Engineer,87461.54 to 91487.18
Developer,220307.69 to 224333.33
Data Manager,184076.92 to 188102.56
AI Engineer,272641.03 to 276666.67
Data Governance,151871.79 to 155897.44
Data Governance,115641.03 to 119666.67
Data Strategist,159923.08 to 163948.72
Data Strategist,75384.62 to 79410.26
Data Quality Specialist,111615.38 to 115641.03
Data Quality Specialist,67333.33 to 71358.97
Head of AI,429641.03 to 433666.67
Head of AI,280692.31 to 284717.95
Business Intelligence Engineer,63307.69 to 67333.33
Data and Reporting Professional,79410.26 to 83435.9
Data and Reporting Professional,59282.05 to 63307.69
Research Scientist,167974.36 to 172000.0
Member of Technical Staff,220307.69 to 224333.33
Research Scientist,147846.15 to 151871.79
Research Scientist,236410.26 to 240435.9
Analytics Engineer,91487.18 to 95512.82
Analytics Engineer,67333.33 to 71358.97
Data Architect,103564.1 to 107589.74
Software Development Engineer,256538.46 to 260564.1
Robotics Engineer,83435.9 to 87461.54
Robotics Engineer,43179.49 to 47205.13
Cloud Database Engineer,151871.79 to 155897.44
Cloud Database Engineer,83435.9 to 87461.54
Associate,280692.31 to 284717.95
Associate,167974.36 to 172000.0
Data Integration Engineer,127717.95 to 131743.59
Data Integration Engineer,79410.26 to 83435.9
Data Architect,232384.62 to 236410.26
Data Architect,155897.44 to 159923.08
Data Architect,188102.56 to 192128.21
Data Operations,79410.26 to 83435.9
Data Operations,67333.33 to 71358.97
Principal Researcher,71358.97 to 75384.62
AI Engineer,220307.69 to 224333.33
Research Analyst,75384.62 to 79410.26
Research Analyst,43179.49 to 47205.13
DevOps Engineer,91487.18 to 95512.82
Machine Learning Engineer,284717.95 to 288743.59
Applied Scientist,167974.36 to 172000.0
DevOps Engineer,180051.28 to 184076.92
DevOps Engineer,111615.38 to 115641.03
DevOps Engineer,151871.79 to 155897.44
AI Data Engineer,99538.46 to 103564.1
ETL Developer,119666.67 to 123692.31
ETL Developer,79410.26 to 83435.9
Full Stack Engineer,176025.64 to 180051.28
Full Stack Engineer,143820.51 to 147846.15
Full Stack Engineer,103564.1 to 107589.74
Data Reporting Analyst,71358.97 to 75384.62
Postdoctoral Fellow,99538.46 to 103564.1
Postdoctoral Fellow,79410.26 to 83435.9
Associate,63307.69 to 67333.33
AI Architect,248487.18 to 252512.82
AI Architect,107589.74 to 111615.38
Full Stack Developer,216282.05 to 220307.69
Full Stack Developer,95512.82 to 99538.46
Architect,405487.18 to 409512.82
Technology Integrator,135769.23 to 139794.87
Technology Integrator,59282.05 to 63307.69
Data Strategist,111615.38 to 115641.03
Data Strategist,99538.46 to 103564.1
Research Scientist,208230.77 to 212256.41
Research Engineer,320948.72 to 324974.36
Research Engineer,212256.41 to 216282.05
Data Specialist,87461.54 to 91487.18
Algorithm Developer,248487.18 to 252512.82
Algorithm Developer,172000.0 to 176025.64
Solutions Architect,127717.95 to 131743.59
Product Analyst,244461.54 to 248487.18
Product Analyst,200179.49 to 204205.13
Backend Engineer,292769.23 to 296794.87
Backend Engineer,163948.72 to 167974.36
AI Specialist,135769.23 to 139794.87
AI Specialist,127717.95 to 131743.59
Data Specialist,79410.26 to 83435.9
Data Product Owner,79410.26 to 83435.9
Consultant,47205.13 to 51230.77
Algorithm Developer,188102.56 to 192128.21
Algorithm Developer,99538.46 to 103564.1
Algorithm Developer,176025.64 to 180051.28
Algorithm Developer,87461.54 to 91487.18
Data Architect,220307.69 to 224333.33
Data Architect,55256.41 to 59282.05
Data Engineer,308871.79 to 312897.44
Member of Technical Staff,292769.23 to 296794.87
Member of Technical Staff,115641.03 to 119666.67
Data Management Specialist,79410.26 to 83435.9
Data Management Specialist,51230.77 to 55256.41
Data Scientist,292769.23 to 296794.87
Research Engineer,119666.67 to 123692.31
Research Engineer,55256.41 to 59282.05
Associate,47205.13 to 51230.77
Site Reliability Engineer,95512.82 to 99538.46
Data Integrator,208230.77 to 212256.41
Data Integrator,111615.38 to 115641.03
Data Lead,184076.92 to 188102.56
Data Manager,43179.49 to 47205.13
Data Architect,143820.51 to 147846.15
Cloud Engineer,176025.64 to 180051.28
Analyst,598717.95 to 602743.59
Data Product Owner,155897.44 to 159923.08
Data Product Owner,95512.82 to 99538.46
Data Visualization Analyst,111615.38 to 115641.03
Data Analyst,630923.08 to 634948.72
Data Architect,212256.41 to 216282.05
Associate,204205.13 to 208230.77
Associate,163948.72 to 167974.36
Data Scientist,276666.67 to 280692.31
AI Engineer,381333.33 to 385358.97
AI Engineer,304846.15 to 308871.79
Site Reliability Engineer,276666.67 to 280692.31
Site Reliability Engineer,244461.54 to 248487.18
Data Management Analyst,127717.95 to 131743.59
Data Management Analyst,67333.33 to 71358.97
Site Reliability Engineer,204205.13 to 208230.77
Site Reliability Engineer,127717.95 to 131743.59
Data Governance,357179.49 to 361205.13
Data Governance,143820.51 to 147846.15
Architect,630923.08 to 634948.72
Architect,103564.1 to 107589.74
Manager,630923.08 to 634948.72
Research Scientist,75384.62 to 79410.26
Business Intelligence Specialist,123692.31 to 127717.95
Business Intelligence Specialist,83435.9 to 87461.54
Software Developer,63307.69 to 67333.33
Data Engineer,349128.21 to 353153.85
Encounter Data Management Professional,87461.54 to 91487.18
Encounter Data Management Professional,63307.69 to 67333.33
Java Developer,147846.15 to 151871.79
Java Developer,119666.67 to 123692.31
Software Engineer,510153.85 to 514179.49
Power BI Developer,127717.95 to 131743.59
Power BI Developer,59282.05 to 63307.69
Bioinformatics Scientist,216282.05 to 220307.69
Bioinformatics Scientist,143820.51 to 147846.15
Architect,421589.74 to 425615.38
Architect,220307.69 to 224333.33
Data Lead,147846.15 to 151871.79
Data Lead,71358.97 to 75384.62
Solutions Engineer,498076.92 to 502102.56
Solutions Engineer,155897.44 to 159923.08
Solutions Engineer,296794.87 to 300820.51
Research Analyst,59282.05 to 63307.69
Research Analyst,55256.41 to 59282.05
Solutions Engineer,131743.59 to 135769.23
Solutions Architect,79410.26 to 83435.9
Platform Engineer,236410.26 to 240435.9
Applied Scientist,159923.08 to 163948.72
Applied Scientist,163948.72 to 167974.36
Engineering Manager,381333.33 to 385358.97
AI Engineer,566512.82 to 570538.46
AI Engineer,349128.21 to 353153.85
Backend Engineer,373282.05 to 377307.69
Backend Engineer,180051.28 to 184076.92
Software Engineer,341076.92 to 345102.56
Account Executive,87461.54 to 91487.18
Account Executive,67333.33 to 71358.97
Engineering Manager,224333.33 to 228358.97
Engineering Manager,196153.85 to 200179.49
Product Manager,304846.15 to 308871.79
Business Intelligence Engineer,83435.9 to 87461.54
Machine Learning Engineer,357179.49 to 361205.13
Machine Learning Scientist,308871.79 to 312897.44
Machine Learning Scientist,172000.0 to 176025.64
Applied Scientist,115641.03 to 119666.67
AI Developer,143820.51 to 147846.15
AI Developer,127717.95 to 131743.59
AI Developer,176025.64 to 180051.28
AI Developer,63307.69 to 67333.33
AI Product Owner,123692.31 to 127717.95
AI Product Owner,107589.74 to 111615.38
Business Analyst,47205.13 to 51230.77
DevOps Engineer,75384.62 to 79410.26
Principal Software Architect,292769.23 to 296794.87
Principal Software Architect,135769.23 to 139794.87
Software Developer,155897.44 to 159923.08
Site Reliability Engineer,260564.1 to 264589.74
Analytics Engineer,598717.95 to 602743.59
Computational Biologist,91487.18 to 95512.82
Computational Biologist,59282.05 to 63307.69
Data Governance,91487.18 to 95512.82
Data Governance,75384.62 to 79410.26
Data Manager,75384.62 to 79410.26
Data Manager,87461.54 to 91487.18
Data Product Owner,163948.72 to 167974.36
Data Product Owner,139794.87 to 143820.51
Software Engineer,31102.56 to 35128.21
Analytics Specialist,167974.36 to 172000.0
Analytics Specialist,115641.03 to 119666.67
Full Stack Developer,200179.49 to 204205.13
Full Stack Developer,127717.95 to 131743.59
Systems Engineer,192128.21 to 196153.85
Systems Engineer,147846.15 to 151871.79
Product Manager,95512.82 to 99538.46
Data Governance,264589.74 to 268615.38
Data Governance,176025.64 to 180051.28
Product Manager,256538.46 to 260564.1
Business Intelligence Engineer,127717.95 to 131743.59
Research Engineer,143820.51 to 147846.15
Research Scientist,131743.59 to 135769.23
Developer,95512.82 to 99538.46
Quantitative Analyst,51230.77 to 55256.41
Architect,272641.03 to 276666.67
Data Lead,159923.08 to 163948.72
Data Lead,107589.74 to 111615.38
AI Engineer,163948.72 to 167974.36
AI Engineer,131743.59 to 135769.23
Developer,252512.82 to 256538.46
Engineer,365230.77 to 369256.41
Business Intelligence Analyst,107589.74 to 111615.38
Consultant,127717.95 to 131743.59
Software Development Engineer,143820.51 to 147846.15
Software Development Engineer,91487.18 to 95512.82
Architect,159923.08 to 163948.72
Software Developer,232384.62 to 236410.26
DevOps Engineer,167974.36 to 172000.0
Product Manager,204205.13 to 208230.77
Manager,284717.95 to 288743.59
Research Scientist,320948.72 to 324974.36
Research Engineer,280692.31 to 284717.95
Research Engineer,147846.15 to 151871.79
Associate,284717.95 to 288743.59
Research Engineer,39153.85 to 43179.49
Statistical Programmer,115641.03 to 119666.67
Statistical Programmer,99538.46 to 103564.1
Developer,59282.05 to 63307.69
Data Modeler,176025.64 to 180051.28
Data Modeler,79410.26 to 83435.9
Engineering Manager,240435.9 to 244461.54
Technical Lead,248487.18 to 252512.82
Technical Lead,180051.28 to 184076.92
Manager,361205.13 to 365230.77
Manager,288743.59 to 292769.23
Account Executive,244461.54 to 248487.18
Account Executive,180051.28 to 184076.92
Backend Engineer,87461.54 to 91487.18
Backend Engineer,59282.05 to 63307.69
Business Analyst,51230.77 to 55256.41
Business Analyst,31102.56 to 35128.21
Product Manager,224333.33 to 228358.97
Software Engineer,357179.49 to 361205.13
Software Development Engineer,159923.08 to 163948.72
Backend Engineer,111615.38 to 115641.03
Systems Engineer,248487.18 to 252512.82
Systems Engineer,163948.72 to 167974.36
Platform Engineer,139794.87 to 143820.51
Associate,264589.74 to 268615.38
Power BI Developer,123692.31 to 127717.95
Power BI Developer,111615.38 to 115641.03
Machine Learning Engineer,349128.21 to 353153.85
Data Operations Specialist,95512.82 to 99538.46
Data Operations Specialist,63307.69 to 67333.33
Machine Learning Engineer,345102.56 to 349128.21
Machine Learning Engineer,312897.44 to 316923.08
Software Engineer,337051.28 to 341076.92
Associate,155897.44 to 159923.08
Account Executive,79410.26 to 83435.9
System Engineer,135769.23 to 139794.87
System Engineer,123692.31 to 127717.95
Power BI Developer,163948.72 to 167974.36
Power BI Developer,99538.46 to 103564.1
Manager,598717.95 to 602743.59
Machine Learning Engineer,401461.54 to 405487.18
Statistical Programmer,268615.38 to 272641.03
Statistical Programmer,212256.41 to 216282.05
Associate,192128.21 to 196153.85
Master Data Management,159923.08 to 163948.72
Master Data Management,139794.87 to 143820.51
Data Governance Analyst,192128.21 to 196153.85
Data Governance Analyst,139794.87 to 143820.51
Manager,276666.67 to 280692.31
Architect,224333.33 to 228358.97
Data Management Analyst,176025.64 to 180051.28
Data Analytics Specialist,91487.18 to 95512.82
Data Analytics Specialist,63307.69 to 67333.33
Analytics Engineer,51230.77 to 55256.41
Analytics Engineer,31102.56 to 35128.21
Data Platform Engineer,184076.92 to 188102.56
Data Platform Engineer,107589.74 to 111615.38
Engineer,393410.26 to 397435.9
Machine Learning Engineer,324974.36 to 329000.0
Statistical Programmer,63307.69 to 67333.33
Data Specialist,23051.28 to 27076.92
Insight Analyst,135769.23 to 139794.87
Insight Analyst,71358.97 to 75384.62
Engineering Manager,139794.87 to 143820.51
Data Architect,135769.23 to 139794.87
Data Architect,59282.05 to 63307.69
Data Architect,95512.82 to 99538.46
Site Reliability Engineer,131743.59 to 135769.23
Site Reliability Engineer,71358.97 to 75384.62
Architect,83435.9 to 87461.54
Associate,244461.54 to 248487.18
Data Governance Lead,135769.23 to 139794.87
Analytics Engineer,55256.41 to 59282.05
Analytics Engineer,43179.49 to 47205.13
Data Engineer,719487.18 to 723512.82
Data Product Manager,216282.05 to 220307.69
Data Product Manager,135769.23 to 139794.87
Architect,300820.51 to 304846.15
Security Researcher,304846.15 to 308871.79
Security Researcher,147846.15 to 151871.79
Research Scientist,300820.51 to 304846.15
Software Developer,39153.85 to 43179.49
Associate,256538.46 to 260564.1
Associate,151871.79 to 155897.44
Data Scientist,260564.1 to 264589.74
Business Intelligence,196153.85 to 200179.49
Postdoctoral Fellow,115641.03 to 119666.67
Postdoctoral Fellow,107589.74 to 111615.38
Solutions Architect,409512.82 to 413538.46
Solutions Architect,268615.38 to 272641.03
Backend Engineer,208230.77 to 212256.41
Backend Engineer,176025.64 to 180051.28
AI Research Scientist,59282.05 to 63307.69
AI Developer,79410.26 to 83435.9
AI Developer,51230.77 to 55256.41
Data Management Analyst,79410.26 to 83435.9
Engineer,409512.82 to 413538.46
Engineer,292769.23 to 296794.87
Master Data Management,111615.38 to 115641.03
Master Data Management,67333.33 to 71358.97
Research Associate,55256.41 to 59282.05
Data Engineer,324974.36 to 329000.0
Architect,188102.56 to 192128.21
Quantitative Analyst,147846.15 to 151871.79
Data Manager,172000.0 to 176025.64
Data Manager,147846.15 to 151871.79
Data Operations,147846.15 to 151871.79
Lead Engineer,167974.36 to 172000.0
Data Architect,115641.03 to 119666.67
Data Operations Analyst,91487.18 to 95512.82
Data Operations Analyst,63307.69 to 67333.33
MLOps Engineer,107589.74 to 111615.38
Principal Statistical Programmer,216282.05 to 220307.69
Principal Statistical Programmer,115641.03 to 119666.67
Data Team Lead,172000.0 to 176025.64
Data Team Lead,79410.26 to 83435.9
Site Reliability Engineer,59282.05 to 63307.69
Analyst,216282.05 to 220307.69
Product Manager,63307.69 to 67333.33
Master Data Management,333025.64 to 337051.28
Master Data Management,135769.23 to 139794.87
Architect,268615.38 to 272641.03
System Engineer,83435.9 to 87461.54
System Engineer,67333.33 to 71358.97
Cloud Engineer,240435.9 to 244461.54
Cloud Engineer,159923.08 to 163948.72
Data Operations Analyst,172000.0 to 176025.64
Product Designer,256538.46 to 260564.1
Product Designer,143820.51 to 147846.15
Site Reliability Engineer,180051.28 to 184076.92
Software Developer,135769.23 to 139794.87
Technical Lead,296794.87 to 300820.51
Research Scientist,252512.82 to 256538.46
Solution Architect,103564.1 to 107589.74
Data Infrastructure Engineer,224333.33 to 228358.97
Data Modeler,131743.59 to 135769.23
Data Modeler,35128.21 to 39153.85
Big Data Developer,167974.36 to 172000.0
Big Data Developer,47205.13 to 51230.77
Big Data Developer,180051.28 to 184076.92
Big Data Developer,51230.77 to 55256.41
Solutions Engineer,228358.97 to 232384.62
BI Engineer,127717.95 to 131743.59
BI Engineer,99538.46 to 103564.1
Research Engineer,518205.13 to 522230.77
Research Engineer,312897.44 to 316923.08
Developer Advocate,172000.0 to 176025.64
Developer Advocate,123692.31 to 127717.95
Research Associate,79410.26 to 83435.9
Quantitative Researcher,147846.15 to 151871.79
Quantitative Researcher,131743.59 to 135769.23
Product Analyst,83435.9 to 87461.54
Product Analyst,55256.41 to 59282.05
Statistician,147846.15 to 151871.79
AI Engineer,31102.56 to 35128.21
AI Specialist,441717.95 to 445743.59
AI Specialist,188102.56 to 192128.21
Data Management Specialist,15000.0 to 19025.64
Postdoctoral Researcher,47205.13 to 51230.77
Algorithm Developer,19025.64 to 23051.28
Algorithm Developer,15000.0 to 19025.64
Statistical Programmer,176025.64 to 180051.28
Statistical Programmer,103564.1 to 107589.74
Tech Lead,212256.41 to 216282.05
Tech Lead,139794.87 to 143820.51
Analytics Engineer,71358.97 to 75384.62
Head of Data,284717.95 to 288743.59
Head of Data,172000.0 to 176025.64
AI Architect,353153.85 to 357179.49
AI Architect,180051.28 to 184076.92
Machine Learning Engineer,71358.97 to 75384.62
Product Manager,264589.74 to 268615.38
Software Development Engineer,200179.49 to 204205.13
Software Development Engineer,99538.46 to 103564.1
Systems Engineer,276666.67 to 280692.31
Systems Engineer,184076.92 to 188102.56
DevOps Engineer,333025.64 to 337051.28
Software Developer,228358.97 to 232384.62
Data Visualization Specialist,103564.1 to 107589.74
Data Visualization Specialist,51230.77 to 55256.41
Machine Learning Engineer,719487.18 to 723512.82
Member of Technical Staff,276666.67 to 280692.31
Software Development Engineer,192128.21 to 196153.85
Data Operations Analyst,87461.54 to 91487.18
Scala Spark Developer,71358.97 to 75384.62
Scala Spark Developer,39153.85 to 43179.49
AI Engineer,397435.9 to 401461.54
Computer Vision Engineer,196153.85 to 200179.49
AI Engineer,188102.56 to 192128.21
Master Data Management,47205.13 to 51230.77
Master Data Management,39153.85 to 43179.49
Master Data Management,51230.77 to 55256.41
Master Data Management,43179.49 to 47205.13
Research Engineer,272641.03 to 276666.67
Research Engineer,558461.54 to 562487.18
Research Scientist,421589.74 to 425615.38
Research Scientist,276666.67 to 280692.31
Python Developer,83435.9 to 87461.54
Python Developer,47205.13 to 51230.77
Sales Development Representative,67333.33 to 71358.97
Sales Development Representative,47205.13 to 51230.77
Quantitative Researcher,296794.87 to 300820.51
Quantitative Researcher,172000.0 to 176025.64
Solution Architect,188102.56 to 192128.21
Postdoctoral Researcher,51230.77 to 55256.41
Business Analyst,23051.28 to 27076.92
Manager,300820.51 to 304846.15
Full Stack Engineer,75384.62 to 79410.26
Full Stack Engineer,47205.13 to 51230.77
Machine Learning Researcher,248487.18 to 252512.82
Machine Learning Researcher,131743.59 to 135769.23
BI Developer,143820.51 to 147846.15
BI Developer,131743.59 to 135769.23
Power BI,107589.74 to 111615.38
Power BI,83435.9 to 87461.54
Head of AI,381333.33 to 385358.97
Head of AI,244461.54 to 248487.18
Solutions Architect,208230.77 to 212256.41
Solutions Architect,139794.87 to 143820.51
Postdoctoral Researcher,111615.38 to 115641.03
Business Analyst,196153.85 to 200179.49
Business Analyst,131743.59 to 135769.23
Business Analyst,103564.1 to 107589.74
Data Specialist,598717.95 to 602743.59
Data Architect,304846.15 to 308871.79
AI Scientist,127717.95 to 131743.59
AI Scientist,107589.74 to 111615.38
AI Scientist,167974.36 to 172000.0
AI Scientist,143820.51 to 147846.15
AI Specialist,151871.79 to 155897.44
AI Specialist,75384.62 to 79410.26
Quantitative Analyst,103564.1 to 107589.74
Quantitative Analyst,63307.69 to 67333.33
Data Governance,200179.49 to 204205.13
Solution Architect,200179.49 to 204205.13
Lead Engineer,316923.08 to 320948.72
Backend Engineer,719487.18 to 723512.82
Machine Learning Scientist,719487.18 to 723512.82
Machine Learning Scientist,167974.36 to 172000.0
Head of Data,252512.82 to 256538.46
Head of Data,151871.79 to 155897.44
Staff Data Scientist,127717.95 to 131743.59
Machine Learning Engineer,83435.9 to 87461.54
Research Analyst,15000.0 to 19025.64
Research Assistant,35128.21 to 39153.85
Analyst,284717.95 to 288743.59
Business Intelligence Engineer,155897.44 to 159923.08
Business Intelligence Engineer,67333.33 to 71358.97
Data Product Manager,87461.54 to 91487.18
Enterprise Account Executive,147846.15 to 151871.79
Enterprise Account Executive,127717.95 to 131743.59
Associate,208230.77 to 212256.41
Data Product Owner,284717.95 to 288743.59
Business Intelligence Engineer,159923.08 to 163948.72
Business Intelligence Engineer,147846.15 to 151871.79
BI Analyst,79410.26 to 83435.9
Full Stack Developer,159923.08 to 163948.72
Full Stack Developer,123692.31 to 127717.95
Application Developer,139794.87 to 143820.51
Application Developer,135769.23 to 139794.87
Developer,55256.41 to 59282.05
Solution Architect,208230.77 to 212256.41
Data Analytics Manager,176025.64 to 180051.28
Data Analytics Manager,131743.59 to 135769.23
Data Analytics Manager,151871.79 to 155897.44
Data Analytics Manager,83435.9 to 87461.54
Decision Scientist,115641.03 to 119666.67
Decision Scientist,95512.82 to 99538.46
Data Governance Specialist,71358.97 to 75384.62
Research Scientist,51230.77 to 55256.41
Data Governance Lead,248487.18 to 252512.82
Data Architect,268615.38 to 272641.03
Head of Data,196153.85 to 200179.49
Architect,304846.15 to 308871.79
Business Analyst,71358.97 to 75384.62
Business Analyst,35128.21 to 39153.85
Product Designer,324974.36 to 329000.0
Product Designer,184076.92 to 188102.56
Data Integration Engineer,155897.44 to 159923.08
Data Integration Engineer,75384.62 to 79410.26
Research Engineer,300820.51 to 304846.15
Engineering Manager,147846.15 to 151871.79
Software Development Engineer,167974.36 to 172000.0
Member of Technical Staff,272641.03 to 276666.67
Solution Architect,95512.82 to 99538.46
AI Scientist,232384.62 to 236410.26
AI Scientist,155897.44 to 159923.08
Software Developer,200179.49 to 204205.13
Engineering Manager,131743.59 to 135769.23
Analytics Engineer,87461.54 to 91487.18
Site Reliability Engineer,83435.9 to 87461.54
Data Quality Specialist,87461.54 to 91487.18
Data Quality Specialist,75384.62 to 79410.26
Data Manager,176025.64 to 180051.28
Data Management Analyst,87461.54 to 91487.18
Cloud Database Administrator,119666.67 to 123692.31
Cloud Database Administrator,79410.26 to 83435.9
Data Integrator,151871.79 to 155897.44
Data Integrator,79410.26 to 83435.9
BI Analyst,131743.59 to 135769.23
Site Reliability Engineer,196153.85 to 200179.49
Product Owner,167974.36 to 172000.0
Product Owner,135769.23 to 139794.87
Site Reliability Engineer,172000.0 to 176025.64
Site Reliability Engineer,216282.05 to 220307.69
Product Designer,159923.08 to 163948.72
Cloud Engineer,107589.74 to 111615.38
Solutions Engineer,71358.97 to 75384.62
Architect,196153.85 to 200179.49
Enterprise Account Executive,349128.21 to 353153.85
Enterprise Account Executive,176025.64 to 180051.28
AI Machine Learning Engineer,119666.67 to 123692.31
Sales Development Representative,83435.9 to 87461.54
Engineer,337051.28 to 341076.92
Data Manager,204205.13 to 208230.77
Computer Vision Engineer,204205.13 to 208230.77
Computer Vision Engineer,139794.87 to 143820.51
Head of Data,349128.21 to 353153.85
DevOps Engineer,59282.05 to 63307.69
DevOps Engineer,27076.92 to 31102.56
Solution Architect,87461.54 to 91487.18
BI Analyst,67333.33 to 71358.97
BI Analyst,63307.69 to 67333.33
Data Integrity Specialist,119666.67 to 123692.31
Data Integrity Specialist,79410.26 to 83435.9
Software Engineer,23051.28 to 27076.92
Data Visualization Specialist,99538.46 to 103564.1
