job_title,salary
Solutions Engineer,163948.72 to 167974.36
Data Management Analyst,47205.13 to 51230.77
Artificial Intelligence Engineer,184076.92 to 188102.56
Artificial Intelligence Engineer,139794.87 to 143820.51
Engineer,401461.54 to 405487.18
Analytics Lead,204205.13 to 208230.77
Analytics Lead,192128.21 to 196153.85
Power BI Developer,172000.0 to 176025.64
Data Governance Manager,115641.03 to 119666.67
Data Governance Specialist,184076.92 to 188102.56
Data Governance Specialist,107589.74 to 111615.38
Data Operations Lead,107589.74 to 111615.38
Machine Learning Scientist,208230.77 to 212256.41
Machine Learning Scientist,95512.82 to 99538.46
Business Analyst,200179.49 to 204205.13
Business Intelligence Lead,252512.82 to 256538.46
Business Intelligence Lead,119666.67 to 123692.31
Data Governance Lead,296794.87 to 300820.51
Analytics Lead,123692.31 to 127717.95
Analyst,232384.62 to 236410.26
Systems Engineer,67333.33 to 71358.97
Data Analytics Consultant,67333.33 to 71358.97
AI Specialist,131743.59 to 135769.23
Data Analyst,292769.23 to 296794.87
Research Scientist,71358.97 to 75384.62
DevOps Engineer,280692.31 to 284717.95
DevOps Engineer,224333.33 to 228358.97
AI Product Manager,248487.18 to 252512.82
AI Product Manager,180051.28 to 184076.92
AI Scientist,196153.85 to 200179.49
Software Engineer,465871.79 to 469897.44
Head of AI,304846.15 to 308871.79
Head of AI,240435.9 to 244461.54
Machine Learning Scientist,304846.15 to 308871.79
Machine Learning Scientist,228358.97 to 232384.62
Data Governance Manager,75384.62 to 79410.26
Software Engineer,429641.03 to 433666.67
Data Integrity Analyst,71358.97 to 75384.62
Data Integrity Analyst,55256.41 to 59282.05
Data Architect,389384.62 to 393410.26
BI Developer,55256.41 to 59282.05
BI Developer,47205.13 to 51230.77
Data Product Owner,91487.18 to 95512.82
Data Integration Engineer,67333.33 to 71358.97
BI Developer,200179.49 to 204205.13
Fullstack Engineer,147846.15 to 151871.79
Fullstack Engineer,99538.46 to 103564.1
DevOps Engineer,192128.21 to 196153.85
Artificial Intelligence Engineer,107589.74 to 111615.38
Artificial Intelligence Engineer,71358.97 to 75384.62
Head of Data,139794.87 to 143820.51
Product Analyst,151871.79 to 155897.44
Insight Analyst,103564.1 to 107589.74
Machine Learning Quality Engineer,208230.77 to 212256.41
Machine Learning Quality Engineer,119666.67 to 123692.31
Security Engineer,212256.41 to 216282.05
Security Engineer,135769.23 to 139794.87
Technical Lead,284717.95 to 288743.59
Technical Lead,224333.33 to 228358.97
Data Scientist,304846.15 to 308871.79
Data Operations Specialist,111615.38 to 115641.03
Data Analytics Specialist,127717.95 to 131743.59
Quantitative Analyst,151871.79 to 155897.44
Decision Scientist,135769.23 to 139794.87
Site Reliability Engineer,272641.03 to 276666.67
Data Integration Engineer,99538.46 to 103564.1
Software Engineer,405487.18 to 409512.82
Power BI Developer,31102.56 to 35128.21
Business Intelligence Developer,51230.77 to 55256.41
Security Engineer,163948.72 to 167974.36
Security Engineer,127717.95 to 131743.59
Databricks Engineer,248487.18 to 252512.82
Databricks Engineer,107589.74 to 111615.38
Insight Analyst,67333.33 to 71358.97
Head of AI,236410.26 to 240435.9
Head of AI,155897.44 to 159923.08
DataOps Engineer,167974.36 to 172000.0
DataOps Engineer,71358.97 to 75384.62
Data Quality Lead,196153.85 to 200179.49
Data Quality Lead,119666.67 to 123692.31
Bioinformatics Scientist,75384.62 to 79410.26
Data Specialist,159923.08 to 163948.72
Data Modeler,216282.05 to 220307.69
Data Modeler,95512.82 to 99538.46
Data Integration Analyst,99538.46 to 103564.1
Data Integration Analyst,79410.26 to 83435.9
Data Infrastructure Engineer,192128.21 to 196153.85
Infrastructure Engineer,276666.67 to 280692.31
Infrastructure Engineer,256538.46 to 260564.1
Data Analytics Lead,397435.9 to 401461.54
Data Analytics Lead,236410.26 to 240435.9
Data Product Manager,228358.97 to 232384.62
Applied Scientist,280692.31 to 284717.95
Platform Engineer,192128.21 to 196153.85
Quantitative Researcher,111615.38 to 115641.03
Quantitative Researcher,71358.97 to 75384.62
Systems Engineer,280692.31 to 284717.95
Solution Engineer,172000.0 to 176025.64
Solution Engineer,163948.72 to 167974.36
Big Data Engineer,35128.21 to 39153.85
Platform Engineer,55256.41 to 59282.05
Platform Engineer,63307.69 to 67333.33
Applied Scientist,103564.1 to 107589.74
Security Engineer,244461.54 to 248487.18
Security Engineer,139794.87 to 143820.51
Infrastructure Engineer,192128.21 to 196153.85
Infrastructure Engineer,163948.72 to 167974.36
Solutions Engineer,232384.62 to 236410.26
Computer Vision Engineer,87461.54 to 91487.18
Computer Vision Engineer,59282.05 to 63307.69
AI Specialist,272641.03 to 276666.67
AI Specialist,163948.72 to 167974.36
AI Specialist,143820.51 to 147846.15
AI Specialist,71358.97 to 75384.62
Insight Analyst,590666.67 to 594692.31
Insight Analyst,566512.82 to 570538.46
Machine Learning Researcher,192128.21 to 196153.85
Machine Learning Researcher,127717.95 to 131743.59
Machine Learning Researcher,176025.64 to 180051.28
Machine Learning Researcher,115641.03 to 119666.67
Data Product Manager,212256.41 to 216282.05
Data Operations Analyst,188102.56 to 192128.21
Data Operations Analyst,159923.08 to 163948.72
ML Infrastructure Engineer,288743.59 to 292769.23
ML Infrastructure Engineer,208230.77 to 212256.41
AI Product Manager,280692.31 to 284717.95
AI Product Manager,147846.15 to 151871.79
Machine Learning Developer,268615.38 to 272641.03
Machine Learning Developer,143820.51 to 147846.15
Applied Scientist,39153.85 to 43179.49
Data Governance Lead,240435.9 to 244461.54
Data Lead,95512.82 to 99538.46
Encounter Data Management Professional,47205.13 to 51230.77
Data Operations Associate,83435.9 to 87461.54
Head of AI,192128.21 to 196153.85
Cloud Database Engineer,143820.51 to 147846.15
Cloud Database Engineer,87461.54 to 91487.18
MLOps Engineer,87461.54 to 91487.18
Data Manager,228358.97 to 232384.62
Analytics Lead,63307.69 to 67333.33
AI Lead,248487.18 to 252512.82
AI Lead,147846.15 to 151871.79
Data Governance Lead,192128.21 to 196153.85
Head of Data,320948.72 to 324974.36
Head of Data,204205.13 to 208230.77
Data Quality Specialist,59282.05 to 63307.69
Manager,449769.23 to 453794.87
Cloud Database Administrator,131743.59 to 135769.23
Cloud Database Administrator,83435.9 to 87461.54
Business Analyst,163948.72 to 167974.36
Data Scientist,369256.41 to 373282.05
Quantitative Analyst,284717.95 to 288743.59
Quantitative Analyst,204205.13 to 208230.77
Data Management Consultant,135769.23 to 139794.87
Machine Learning Performance Engineer,341076.92 to 345102.56
Machine Learning Performance Engineer,176025.64 to 180051.28
Product Analyst,79410.26 to 83435.9
Security Engineer,151871.79 to 155897.44
Security Engineer,123692.31 to 127717.95
Computer Vision Engineer,107589.74 to 111615.38
Computer Vision Engineer,83435.9 to 87461.54
Computer Vision Engineer,188102.56 to 192128.21
Computer Vision Engineer,111615.38 to 115641.03
Analytics Engineer,23051.28 to 27076.92
Data Analytics Manager,248487.18 to 252512.82
Data Analytics Manager,196153.85 to 200179.49
Security Engineer,232384.62 to 236410.26
Security Engineer,155897.44 to 159923.08
Lead Engineer,248487.18 to 252512.82
Security Engineer,276666.67 to 280692.31
Security Engineer,196153.85 to 200179.49
Security Engineer,192128.21 to 196153.85
Security Engineer,115641.03 to 119666.67
Security Engineer,111615.38 to 115641.03
Security Engineer,159923.08 to 163948.72
Security Engineer,131743.59 to 135769.23
Full Stack Developer,55256.41 to 59282.05
Technical Lead,99538.46 to 103564.1
Lead Engineer,151871.79 to 155897.44
Research Analyst,296794.87 to 300820.51
Research Analyst,147846.15 to 151871.79
Data Governance Manager,67333.33 to 71358.97
Data Governance Manager,55256.41 to 59282.05
Data Lead,236410.26 to 240435.9
Infrastructure Engineer,292769.23 to 296794.87
Infrastructure Engineer,115641.03 to 119666.67
Data Product Owner,123692.31 to 127717.95
DevOps Engineer,256538.46 to 260564.1
Data Quality Specialist,204205.13 to 208230.77
Data Quality Specialist,119666.67 to 123692.31
Technical Lead,292769.23 to 296794.87
Actuarial Analyst,119666.67 to 123692.31
Lead Engineer,280692.31 to 284717.95
Lead Engineer,232384.62 to 236410.26
Business Intelligence Analyst,139794.87 to 143820.51
Director of Machine Learning,208230.77 to 212256.41
Director of Machine Learning,180051.28 to 184076.92
MLOps Engineer,99538.46 to 103564.1
Data Operations Manager,123692.31 to 127717.95
Data Operations Manager,99538.46 to 103564.1
Fullstack Engineer,236410.26 to 240435.9
Clinical Data Operator,39153.85 to 43179.49
Business Intelligence,176025.64 to 180051.28
Business Intelligence,83435.9 to 87461.54
AI Researcher,59282.05 to 63307.69
ETL Developer,71358.97 to 75384.62
AI Product Owner,91487.18 to 95512.82
Data Analytics Lead,176025.64 to 180051.28
Data Analytics Lead,159923.08 to 163948.72
Data Analytics Associate,139794.87 to 143820.51
Data Analytics Associate,95512.82 to 99538.46
Engineering Manager,361205.13 to 365230.77
Technical Lead,87461.54 to 91487.18
Artificial Intelligence Engineer,103564.1 to 107589.74
Software Developer,256538.46 to 260564.1
Python Developer,131743.59 to 135769.23
Pricing Analyst,67333.33 to 71358.97
Data Modeler,75384.62 to 79410.26
Business Intelligence Developer,31102.56 to 35128.21
Business Intelligence Developer,27076.92 to 31102.56
AI Architect,196153.85 to 200179.49
Business Intelligence Developer,216282.05 to 220307.69
Data Specialist,244461.54 to 248487.18
Business Intelligence,224333.33 to 228358.97
Data Scientist,288743.59 to 292769.23
Security Engineer,176025.64 to 180051.28
Research Engineer,506128.21 to 510153.85
Business Analyst,204205.13 to 208230.77
Security Engineer,228358.97 to 232384.62
Security Engineer,324974.36 to 329000.0
Security Engineer,216282.05 to 220307.69
AI Product Manager,252512.82 to 256538.46
AI Product Manager,208230.77 to 212256.41
Infrastructure Engineer,188102.56 to 192128.21
Infrastructure Engineer,147846.15 to 151871.79
Fullstack Engineer,216282.05 to 220307.69
Fullstack Engineer,163948.72 to 167974.36
BI Analyst,55256.41 to 59282.05
Power BI Architect,139794.87 to 143820.51
Power BI Architect,79410.26 to 83435.9
Robotics Engineer,288743.59 to 292769.23
Cloud Database Engineer,131743.59 to 135769.23
Cloud Database Engineer,115641.03 to 119666.67
Machine Learning Platform Engineer,228358.97 to 232384.62
Machine Learning Platform Engineer,163948.72 to 167974.36
Machine Learning Platform Engineer,192128.21 to 196153.85
Machine Learning Platform Engineer,139794.87 to 143820.51
AI Solution Architect,196153.85 to 200179.49
AI Solution Architect,119666.67 to 123692.31
Fullstack Engineer,212256.41 to 216282.05
Fullstack Engineer,135769.23 to 139794.87
Full Stack Developer,188102.56 to 192128.21
Data Engineer,465871.79 to 469897.44
Data Engineer,329000.0 to 333025.64
Infrastructure Engineer,308871.79 to 312897.44
Infrastructure Engineer,172000.0 to 176025.64
Director of Machine Learning,558461.54 to 562487.18
Data Architect,437692.31 to 441717.95
AI Architect,606769.23 to 610794.87
AI Architect,284717.95 to 288743.59
Infrastructure Engineer,103564.1 to 107589.74
Data Manager,19025.64 to 23051.28
AI Data Scientist,27076.92 to 31102.56
Data Scientist Lead,75384.62 to 79410.26
Actuarial Analyst,127717.95 to 131743.59
Actuarial Analyst,115641.03 to 119666.67
AI Scientist,151871.79 to 155897.44
BI Analyst,51230.77 to 55256.41
Quantitative Researcher,67333.33 to 71358.97
DevOps Engineer,236410.26 to 240435.9
Business Intelligence Developer,196153.85 to 200179.49
Robotics Engineer,155897.44 to 159923.08
Robotics Engineer,75384.62 to 79410.26
AI Developer,95512.82 to 99538.46
Lead Engineer,172000.0 to 176025.64
Power BI Developer,135769.23 to 139794.87
Power BI Developer,83435.9 to 87461.54
Machine Learning Developer,67333.33 to 71358.97
Data Visualization Engineer,55256.41 to 59282.05
Machine Vision Engineer,91487.18 to 95512.82
Machine Vision Engineer,63307.69 to 67333.33
Data Governance Manager,176025.64 to 180051.28
Technical Specialist,119666.67 to 123692.31
Business Intelligence,87461.54 to 91487.18
QA Engineer,135769.23 to 139794.87
Data Analytics Associate,59282.05 to 63307.69
Data Analytics Associate,43179.49 to 47205.13
Data Lead,135769.23 to 139794.87
Data Lead,79410.26 to 83435.9
Data Visualization Analyst,147846.15 to 151871.79
Data Governance Engineer,151871.79 to 155897.44
Data Governance Engineer,111615.38 to 115641.03
Machine Learning Model Engineer,212256.41 to 216282.05
Machine Learning Model Engineer,143820.51 to 147846.15
Platform Engineer,284717.95 to 288743.59
Platform Engineer,240435.9 to 244461.54
Engineering Manager,87461.54 to 91487.18
Data Visualization Analyst,83435.9 to 87461.54
Data Visualization Analyst,47205.13 to 51230.77
Business Intelligence Analyst,204205.13 to 208230.77
Analytics Engineer,280692.31 to 284717.95
Data Visualization Specialist,107589.74 to 111615.38
Data Visualization Specialist,87461.54 to 91487.18
Machine Learning Researcher,236410.26 to 240435.9
Marketing Analyst,107589.74 to 111615.38
Marketing Analyst,87461.54 to 91487.18
Security Engineer,119666.67 to 123692.31
AI Engineering Manager,87461.54 to 91487.18
Data Scientist,324974.36 to 329000.0
Data Scientist,393410.26 to 397435.9
Data Product Manager,413538.46 to 417564.1
Security Engineer,172000.0 to 176025.64
Consultant,268615.38 to 272641.03
Associate,19025.64 to 23051.28
Machine Learning Model Engineer,276666.67 to 280692.31
Machine Learning Model Engineer,228358.97 to 232384.62
Data Quality Lead,63307.69 to 67333.33
Data Analytics Lead,212256.41 to 216282.05
Engineer,385358.97 to 389384.62
Machine Learning Researcher,95512.82 to 99538.46
Full Stack Engineer,272641.03 to 276666.67
Research Engineer,341076.92 to 345102.56
Applied Scientist,188102.56 to 192128.21
Analytics Engineer,284717.95 to 288743.59
BI Developer,180051.28 to 184076.92
Business Intelligence Lead,172000.0 to 176025.64
Data Analytics Lead,196153.85 to 200179.49
Data Product Manager,63307.69 to 67333.33
Business Intelligence Analyst,236410.26 to 240435.9
Business Intelligence Analyst,188102.56 to 192128.21
AI Lead,163948.72 to 167974.36
AI Lead,107589.74 to 111615.38
Data Scientist,481974.36 to 486000.0
AI Architect,288743.59 to 292769.23
Engineer,606769.23 to 610794.87
Business Intelligence Specialist,176025.64 to 180051.28
Data Management Manager,91487.18 to 95512.82
Data Management Manager,75384.62 to 79410.26
DevOps Engineer,51230.77 to 55256.41
Head of Data,119666.67 to 123692.31
Head of Data,59282.05 to 63307.69
Business Intelligence Engineer,139794.87 to 143820.51
Infrastructure Engineer,159923.08 to 163948.72
Infrastructure Engineer,184076.92 to 188102.56
Infrastructure Engineer,143820.51 to 147846.15
Software Developer,236410.26 to 240435.9
Data Modeler,103564.1 to 107589.74
Engineering Manager,127717.95 to 131743.59
Data Analytics Specialist,172000.0 to 176025.64
Full Stack Engineer,79410.26 to 83435.9
DevOps Engineer,272641.03 to 276666.67
Prompt Engineer,107589.74 to 111615.38
Data Operations Associate,91487.18 to 95512.82
Data Operations Associate,55256.41 to 59282.05
Technical Lead,365230.77 to 369256.41
Software Engineer,19025.64 to 23051.28
Python Developer,127717.95 to 131743.59
Applied Scientist,272641.03 to 276666.67
Python Developer,87461.54 to 91487.18
Software Engineer,15000.0 to 19025.64
AI Engineer,15000.0 to 19025.64
Applied Scientist,19025.64 to 23051.28
Solutions Engineer,159923.08 to 163948.72
Platform Engineer,268615.38 to 272641.03
Machine Learning Architect,176025.64 to 180051.28
Machine Learning Architect,123692.31 to 127717.95
Data Governance Engineer,143820.51 to 147846.15
Data Governance Engineer,99538.46 to 103564.1
Business Intelligence,63307.69 to 67333.33
Data Integration Engineer,115641.03 to 119666.67
ML Infrastructure Engineer,296794.87 to 300820.51
Platform Engineer,296794.87 to 300820.51
Business Intelligence Engineer,268615.38 to 272641.03
Data Visualization Engineer,292769.23 to 296794.87
Data Visualization Engineer,163948.72 to 167974.36
BI Developer,99538.46 to 103564.1
BI Developer,39153.85 to 43179.49
Data Infrastructure Engineer,296794.87 to 300820.51
Cloud Engineer,208230.77 to 212256.41
Systems Engineer,324974.36 to 329000.0
Full Stack Engineer,51230.77 to 55256.41
Consultant,224333.33 to 228358.97
Software Developer,498076.92 to 502102.56
Data Architect,312897.44 to 316923.08
Head of Data,526256.41 to 530282.05
Data Specialist,288743.59 to 292769.23
Decision Scientist,264589.74 to 268615.38
Data Visualization Analyst,99538.46 to 103564.1
Data Quality Analyst,127717.95 to 131743.59
Data Modeler,280692.31 to 284717.95
Data Modeler,172000.0 to 176025.64
Data Modeler,232384.62 to 236410.26
Lead Engineer,240435.9 to 244461.54
Site Reliability Engineer,417564.1 to 421589.74
Decision Scientist,167974.36 to 172000.0
Decision Scientist,131743.59 to 135769.23
Analytics Engineer,256538.46 to 260564.1
Platform Engineer,461846.15 to 465871.79
Platform Engineer,381333.33 to 385358.97
Data Integration Developer,91487.18 to 95512.82
Data Integration Developer,63307.69 to 67333.33
Lead Engineer,143820.51 to 147846.15
AI Solution Architect,208230.77 to 212256.41
AI Solution Architect,147846.15 to 151871.79
Data Team Lead,184076.92 to 188102.56
Data Team Lead,99538.46 to 103564.1
BI Analyst,184076.92 to 188102.56
BI Analyst,147846.15 to 151871.79
Data Operations Analyst,131743.59 to 135769.23
Software Engineer,506128.21 to 510153.85
AI Specialist,176025.64 to 180051.28
ML Infrastructure Engineer,643000.0 to 647025.64
ML Infrastructure Engineer,284717.95 to 288743.59
Research Scientist,506128.21 to 510153.85
Data Modeler,123692.31 to 127717.95
Research Engineer,481974.36 to 486000.0
Engineer,622871.79 to 626897.44
Software Engineer,614820.51 to 618846.15
Solutions Architect,401461.54 to 405487.18
Research Engineer,643000.0 to 647025.64
Research Engineer,284717.95 to 288743.59
Research Scientist,643000.0 to 647025.64
Research Scientist,622871.79 to 626897.44
Engineering Manager,622871.79 to 626897.44
Security Engineer,401461.54 to 405487.18
Security Engineer,316923.08 to 320948.72
Artificial Intelligence Engineer,35128.21 to 39153.85
Artificial Intelligence Engineer,23051.28 to 27076.92
Engineering Manager,498076.92 to 502102.56
AI Researcher,248487.18 to 252512.82
AI Researcher,172000.0 to 176025.64
Director of Machine Learning,196153.85 to 200179.49
Machine Learning Engineer,63307.69 to 67333.33
Data Engineer,381333.33 to 385358.97
Software Developer,264589.74 to 268615.38
Fullstack Engineer,196153.85 to 200179.49
Fullstack Engineer,159923.08 to 163948.72
Research Analyst,224333.33 to 228358.97
Marketing Analytics Manager,127717.95 to 131743.59
Marketing Analytics Manager,71358.97 to 75384.62
Fullstack Engineer,228358.97 to 232384.62
Systems Engineer,341076.92 to 345102.56
Site Reliability Engineer,461846.15 to 465871.79
Research Engineer,369256.41 to 373282.05
Full Stack Engineer,369256.41 to 373282.05
Applied AI ML Lead,324974.36 to 329000.0
Applied AI ML Lead,256538.46 to 260564.1
Data Analyst,288743.59 to 292769.23
BI Analyst,143820.51 to 147846.15
AI Specialist,155897.44 to 159923.08
AI Specialist,123692.31 to 127717.95
MLOps Engineer,216282.05 to 220307.69
MLOps Engineer,95512.82 to 99538.46
Head of Data,131743.59 to 135769.23
Business Intelligence Manager,163948.72 to 167974.36
Business Intelligence Manager,115641.03 to 119666.67
Security Engineer,248487.18 to 252512.82
Security Engineer,167974.36 to 172000.0
Head of Data,256538.46 to 260564.1
Data Strategy Manager,188102.56 to 192128.21
Data Strategy Manager,99538.46 to 103564.1
Data Governance Specialist,147846.15 to 151871.79
Data Governance Specialist,172000.0 to 176025.64
Data Governance Specialist,123692.31 to 127717.95
Data Analytics Specialist,119666.67 to 123692.31
Business Intelligence Engineer,95512.82 to 99538.46
Business Intelligence,163948.72 to 167974.36
Machine Learning Manager,212256.41 to 216282.05
BI Developer,59282.05 to 63307.69
Product Analyst,163948.72 to 167974.36
Product Analyst,188102.56 to 192128.21
ML Infrastructure Engineer,220307.69 to 224333.33
ML Infrastructure Engineer,151871.79 to 155897.44
MLOps Engineer,167974.36 to 172000.0
MLOps Engineer,71358.97 to 75384.62
Business Analyst,135769.23 to 139794.87
Research Scientist,304846.15 to 308871.79
Data Analyst,401461.54 to 405487.18
Data Governance Analyst,143820.51 to 147846.15
Data Analytics Consultant,159923.08 to 163948.72
Full Stack Developer,196153.85 to 200179.49
Machine Learning Manager,296794.87 to 300820.51
Machine Learning Manager,147846.15 to 151871.79
Director of Machine Learning,324974.36 to 329000.0
Director of Machine Learning,200179.49 to 204205.13
Applied Scientist,240435.9 to 244461.54
Business Analyst,188102.56 to 192128.21
Business Analyst,172000.0 to 176025.64
BI Engineer,167974.36 to 172000.0
AI Developer,296794.87 to 300820.51
AI Developer,184076.92 to 188102.56
AI Developer,232384.62 to 236410.26
Research Scientist,530282.05 to 534307.69
Applied Scientist,341076.92 to 345102.56
Data Product Analyst,163948.72 to 167974.36
Data Product Analyst,103564.1 to 107589.74
Business Intelligence,188102.56 to 192128.21
Data Governance Engineer,232384.62 to 236410.26
Data Governance Engineer,135769.23 to 139794.87
Data Integration Developer,172000.0 to 176025.64
Data Integration Developer,103564.1 to 107589.74
Product Analyst,260564.1 to 264589.74
AI Architect,220307.69 to 224333.33
Software Developer,240435.9 to 244461.54
Data Analytics Specialist,103564.1 to 107589.74
Data Analytics Specialist,67333.33 to 71358.97
Research Engineer,413538.46 to 417564.1
Full Stack Developer,280692.31 to 284717.95
Security Engineer,220307.69 to 224333.33
Security Engineer,180051.28 to 184076.92
Quantitative Researcher,99538.46 to 103564.1
Data Strategy Lead,184076.92 to 188102.56
Data Strategy Lead,107589.74 to 111615.38
Artificial Intelligence Engineer,208230.77 to 212256.41
Artificial Intelligence Engineer,123692.31 to 127717.95
Data Quality Manager,71358.97 to 75384.62
Data Quality Manager,43179.49 to 47205.13
Robotics Engineer,417564.1 to 421589.74
Robotics Engineer,216282.05 to 220307.69
Elasticsearch Administrator,135769.23 to 139794.87
Elasticsearch Administrator,59282.05 to 63307.69
Data Integration Developer,196153.85 to 200179.49
Data Integration Developer,119666.67 to 123692.31
Data Visualization Developer,59282.05 to 63307.69
Computer Vision Engineer,256538.46 to 260564.1
Machine Learning Infrastructure Engineer,163948.72 to 167974.36
Machine Learning Infrastructure Engineer,123692.31 to 127717.95
Machine Learning Platform Engineer,284717.95 to 288743.59
Machine Learning Platform Engineer,188102.56 to 192128.21
Product Manager,59282.05 to 63307.69
Applied Scientist,300820.51 to 304846.15
Security Engineer,208230.77 to 212256.41
Security Engineer,95512.82 to 99538.46
Data Quality Specialist,135769.23 to 139794.87
People Data Analyst,43179.49 to 47205.13
Data Quality Specialist,131743.59 to 135769.23
AI Researcher,196153.85 to 200179.49
AI Researcher,39153.85 to 43179.49
Data Integration Engineer,107589.74 to 111615.38
Machine Learning Infrastructure Engineer,220307.69 to 224333.33
Machine Learning Infrastructure Engineer,167974.36 to 172000.0
Computer Vision Engineer,91487.18 to 95512.82
Computer Vision Engineer,63307.69 to 67333.33
Prompt Engineer,498076.92 to 502102.56
Prompt Engineer,99538.46 to 103564.1
Data Operations Engineer,244461.54 to 248487.18
Data Operations Engineer,139794.87 to 143820.51
Machine Learning Scientist,220307.69 to 224333.33
Machine Learning Architect,393410.26 to 397435.9
Machine Learning Architect,200179.49 to 204205.13
Product Manager,397435.9 to 401461.54
Applied Scientist,276666.67 to 280692.31
Business Intelligence,256538.46 to 260564.1
Data Integrity Analyst,167974.36 to 172000.0
Data Integrity Analyst,131743.59 to 135769.23
AI Product Manager,256538.46 to 260564.1
AI Product Manager,111615.38 to 115641.03
Data Governance Specialist,119666.67 to 123692.31
Fullstack Engineer,167974.36 to 172000.0
Fullstack Engineer,107589.74 to 111615.38
Data Visualization Specialist,139794.87 to 143820.51
Data Visualization Specialist,127717.95 to 131743.59
Computational Biologist,204205.13 to 208230.77
Data Scientist,457820.51 to 461846.15
Software Development Engineer,353153.85 to 357179.49
DevOps Engineer,200179.49 to 204205.13
Data Governance Lead,196153.85 to 200179.49
Data Governance Lead,159923.08 to 163948.72
Data Scientist,498076.92 to 502102.56
Frontend Engineer,276666.67 to 280692.31
Frontend Engineer,127717.95 to 131743.59
Data Infrastructure Engineer,188102.56 to 192128.21
Data Infrastructure Engineer,240435.9 to 244461.54
Cloud Database Administrator,167974.36 to 172000.0
Cloud Database Administrator,139794.87 to 143820.51
Machine Learning Architect,151871.79 to 155897.44
Machine Learning Scientist,284717.95 to 288743.59
NLP Engineer,196153.85 to 200179.49
NLP Engineer,147846.15 to 151871.79
AI Researcher,349128.21 to 353153.85
AI Researcher,212256.41 to 216282.05
AI Researcher,147846.15 to 151871.79
Head of Data,401461.54 to 405487.18
Data Operations Specialist,176025.64 to 180051.28
Data Operations Specialist,147846.15 to 151871.79
Data Strategist,184076.92 to 188102.56
Data Strategist,139794.87 to 143820.51
Data Strategist,107589.74 to 111615.38
Data Engineer,393410.26 to 397435.9
Site Reliability Engineer,312897.44 to 316923.08
Product Manager,498076.92 to 502102.56
Fullstack Engineer,248487.18 to 252512.82
Fullstack Engineer,119666.67 to 123692.31
Site Reliability Engineer,369256.41 to 373282.05
Solutions Engineer,192128.21 to 196153.85
Full Stack Engineer,107589.74 to 111615.38
Solutions Engineer,200179.49 to 204205.13
Backend Engineer,276666.67 to 280692.31
Lead Engineer,353153.85 to 357179.49
Data Management Analyst,163948.72 to 167974.36
Lead Engineer,95512.82 to 99538.46
Insight Analyst,63307.69 to 67333.33
Engineering Manager,111615.38 to 115641.03
AI Research Scientist,131743.59 to 135769.23
ML Infrastructure Engineer,260564.1 to 264589.74
ML Infrastructure Engineer,139794.87 to 143820.51
Applied Scientist,353153.85 to 357179.49
Statistical Programmer,172000.0 to 176025.64
Business Intelligence Engineer,51230.77 to 55256.41
ETL Developer,107589.74 to 111615.38
Data Strategist,147846.15 to 151871.79
Prompt Engineer,131743.59 to 135769.23
DevOps Engineer,220307.69 to 224333.33
Applied Scientist,357179.49 to 361205.13
Frontend Engineer,256538.46 to 260564.1
Frontend Engineer,131743.59 to 135769.23
Backend Engineer,272641.03 to 276666.67
Software Engineer,687282.05 to 691307.69
Software Development Engineer,389384.62 to 393410.26
Software Development Engineer,409512.82 to 413538.46
Machine Learning Scientist,353153.85 to 357179.49
Machine Learning Scientist,192128.21 to 196153.85
Machine Learning Scientist,236410.26 to 240435.9
Machine Learning Engineer,526256.41 to 530282.05
Head of Data,373282.05 to 377307.69
Data Scientist,353153.85 to 357179.49
Business Analyst,220307.69 to 224333.33
DevOps Engineer,264589.74 to 268615.38
Business Analyst,308871.79 to 312897.44
Site Reliability Engineer,320948.72 to 324974.36
MLOps Engineer,264589.74 to 268615.38
Software Engineer,502102.56 to 506128.21
Frontend Engineer,208230.77 to 212256.41
Insight Analyst,51230.77 to 55256.41
Decision Scientist,99538.46 to 103564.1
AI Solution Architect,280692.31 to 284717.95
AI Solution Architect,143820.51 to 147846.15
Data Modeler,107589.74 to 111615.38
Python Developer,147846.15 to 151871.79
Machine Learning Quality Engineer,232384.62 to 236410.26
Machine Learning Quality Engineer,135769.23 to 139794.87
Machine Learning Quality Engineer,167974.36 to 172000.0
Machine Learning Quality Engineer,107589.74 to 111615.38
MLOps Engineer,284717.95 to 288743.59
Technical Lead,204205.13 to 208230.77
Platform Engineer,39153.85 to 43179.49
Data Management Lead,99538.46 to 103564.1
Data Management Lead,67333.33 to 71358.97
Robotics Engineer,95512.82 to 99538.46
Robotics Engineer,59282.05 to 63307.69
Business Intelligence,59282.05 to 63307.69
Technical Lead,256538.46 to 260564.1
Software Development Engineer,15000.0 to 19025.64
Associate,220307.69 to 224333.33
BI Analyst,196153.85 to 200179.49
Software Development Engineer,280692.31 to 284717.95
Data Quality Analyst,204205.13 to 208230.77
Data Quality Analyst,119666.67 to 123692.31
AI Developer,71358.97 to 75384.62
Machine Learning Engineer,381333.33 to 385358.97
Machine Learning Scientist,111615.38 to 115641.03
Data Operations Analyst,43179.49 to 47205.13
AI Architect,292769.23 to 296794.87
SAS Developer,208230.77 to 212256.41
SAS Developer,87461.54 to 91487.18
Data Architect,280692.31 to 284717.95
ETL Developer,212256.41 to 216282.05
Solutions Engineer,184076.92 to 188102.56
Data Strategist,248487.18 to 252512.82
