"Analytics Engineering Manager",14
"Data Science Tech Lead",17
"Analytics Analyst",35
"AI Software Development Engineer",35
"AWS Data Architect",63
"Applied AI ML Lead",73
"People Data Analyst",81
"Platform Data Engineer",82
"CRM Data Analyst",82
"Principal Data Architect",82
"Cloud Data Architect",84
"Quantitative Research Analyst",101
