"Analytics Analyst",14
"AI Software Development Engineer",17
"Analytics Engineering Manager",25
"Data Science Tech Lead",31
"Principal Data Architect",32
"People Data Analyst",44
"Platform Data Engineer",52
"CRM Data Analyst",52
"Clinical Data Operator",58
"Quantitative Research Analyst",71
"AWS Data Architect",80
"Marketing Data Engineer",84
