job_title,salary_in_USD
Software Engineer,130000
Software Engineer,170000
Software Engineer,130000
Research Associate,98000
Research Associate,60000
Software Engineer,258000
Software Engineer,119700
Engineer,75000
Engineer,55000
Software Developer,190000
Software Developer,140000
Manager,206000
Manager,135000
AI Engineer,230000
AI Engineer,57000
Research Scientist,208000
Research Scientist,147000
Software Engineer,250600
Software Engineer,166600
Software Engineer,264200
Software Engineer,143100
Analytics Engineer,176000
Analytics Engineer,124000
Data Analyst,149940
Data Analyst,111100
Data Analyst,76024
Data Analyst,58480
Data Analyst,80000
Data Analyst,80000
Data Analyst,90000
Data Analyst,75000
Data Analyst,95000
Data Analyst,75000
Data Analyst,85000
Data Analyst,75000
Data Analyst,122256
Data Analyst,94300
Engineer,65000
Engineer,55000
Engineer,187000
Engineer,127000
Software Engineer,239000
Software Engineer,161000
Machine Learning Engineer,296300
Machine Learning Engineer,166600
Machine Learning Engineer,274300
Machine Learning Engineer,170800
Data Architect,168000
Data Architect,48000
Associate,199500
Associate,180000
Data Management Specialist,184100
Data Management Specialist,117800
Machine Learning Engineer,312200
Machine Learning Engineer,175800
Business Intelligence Developer,107309
Business Intelligence Developer,85839
Research Engineer,173000
Research Engineer,112500
Site Reliability Engineer,210000
Site Reliability Engineer,160000
Consultant,170640
Consultant,73008
Engineer,195000
Engineer,130162
Software Engineer,250600
Software Engineer,135400
Software Engineer,264200
Software Engineer,143100
Analyst,222560
Analyst,107025
Manager,143000
Manager,95000
Analyst,143000
Analyst,95000
Data Analyst,42000
Data Analyst,42000
Data Analyst,85000
Data Analyst,70000
Solutions Engineer,100000
Solutions Engineer,80000
Manager,130000
Manager,115000
Manager,165000
Manager,155000
Manager,165000
Manager,155000
Data Integration Engineer,231100
