job_title,salary_in_USD
Data Engineer,196000
Data Engineer,130000
AI Researcher,32000
AI Researcher,30000
Data Architect,160000
Data Architect,150000
Data Scientist,316480
Data Scientist,243860
Data Scientist,147000
Data Scientist,115000
Data Scientist,190000
Data Scientist,170000
Data Scientist,198000
Data Scientist,124000
Software Engineer,303050
Software Engineer,167200
Machine Learning Engineer,150000
Machine Learning Engineer,105000
Software Engineer,165900
Software Engineer,152100
Machine Learning Engineer,283600
Machine Learning Engineer,160700
Machine Learning Engineer,169000
Machine Learning Engineer,140000
Machine Learning Engineer,207000
Machine Learning Engineer,169000
Software Engineer,184000
Software Engineer,153000
Engineer,178000
Engineer,118000
Engineering Manager,351000
Engineering Manager,171000
Software Engineer,233000
Software Engineer,120600
Engineer,85000
Engineer,70000
Quantitative Analyst,175000
Quantitative Analyst,135000
Engineer,182500
Engineer,146000
Backend Engineer,351000
Backend Engineer,171000
Software Engineer,207000
Software Engineer,138000
Engineer,198000
Engineer,132000
Site Reliability Engineer,186000
Site Reliability Engineer,124000
Site Reliability Engineer,186000
Site Reliability Engineer,124000
Engineering Manager,317880
Engineering Manager,211920
Analyst,214032
Analyst,140700
Software Engineer,127000
Software Engineer,125000
Engineer,188000
Engineer,160000
Engineer,188000
Engineer,160000
Product Designer,215000
Product Designer,190000
Engineer,270000
Engineer,220000
Research Scientist,245000
Research Scientist,114000
Site Reliability Engineer,190000
Site Reliability Engineer,150000
Analyst,70000
Analyst,60000
Backend Engineer,94736
Backend Engineer,73684
Data Analyst,95000
Data Analyst,90000
Data Analyst,106602
Data Analyst,106602
Machine Learning Engineer,250000
Machine Learning Engineer,150000
Data Engineer,210000
Data Engineer,175000
Data Engineer,126637
Data Engineer,98473
Data Engineer,300000
Data Engineer,234000
AI Engineer,250000
AI Engineer,170000
AI Engineer,250000
AI Engineer,170000
Robotics Engineer,302400
Robotics Engineer,201600
Engineer,252900
Engineer,133100
AI Engineer,250000
AI Engineer,170000
AI Engineer,250000
AI Engineer,170000
AI Engineer,240800
AI Engineer,175800
Analytics Engineer,500000
Analytics Engineer,110000
Data Specialist,104556
Data Specialist,95051
Manager,180000
Manager,144000
Software Engineer,210000
Software Engineer,144840
Engineer,248700
Engineer,165500
Software Engineer,207000
Software Engineer,138000
Analyst,122544
Analyst,112114
Software Engineer,230000
Software Engineer,140000
Research Scientist,440000
Research Scientist,295000
Software Engineer,190000
Software Engineer,173000
Developer,260000
Developer,130000
Data Analyst,127112
Data Analyst,113378
Stage,62045
Stage,62045
Data Analyst,52000
Data Analyst,44000
Data Analyst,107000
Data Analyst,90000
Manager,120000
Manager,80000
Consultant,149400
Consultant,84000
Copywriter,155000
Copywriter,105000
Copywriter,155000
Copywriter,105000
Data Engineer,68475
Data Engineer,47924
Manager,240800
Manager,193400
Data Scientist,266000
Data Scientist,115500
Data Scientist,133840
Data Scientist,120460
Analyst,140000
Analyst,85000
Data Engineer,242600
Data Engineer,111400
Business Intelligence Analyst,162550
Business Intelligence Analyst,85040
Data Architect,286000
Data Architect,110000
Data Scientist,127600
Data Scientist,102100
Data Scientist,234000
Data Scientist,117000
Data Scientist,140920
Data Scientist,75880
Data Scientist,220000
Data Scientist,110000
Data Scientist,220000
Data Scientist,110000
Data Scientist,286000
Data Scientist,110000
Analyst,72784
Analyst,63291
Data Engineer,154000
Data Engineer,67600
Data Engineer,286000
Data Engineer,110000
Data Analyst,137000
Data Analyst,60400
Manager,250000
Manager,124000
Software Engineer,150400
Software Engineer,100300
Analyst,110000
Analyst,60000
Manager,180000
Manager,90000
Engineer,182850
Engineer,108800
Manager,130000
Manager,70000
AI Developer,170000
AI Developer,150000
Data Analyst,60000
Data Analyst,60000
Data Engineer,200000
Data Engineer,165913
Software Engineer,37894
Software Engineer,37894
Software Development Engineer,286600
Software Development Engineer,153600
Software Development Engineer,242000
Software Development Engineer,133900
Software Engineer,287500
Software Engineer,148000
Manager,211900
Manager,114100
Engineer,115000
Engineer,105000
Engineer,108000
Engineer,40000
Manager,217000
Manager,145000
Applied Scientist,223400
Applied Scientist,136000
Applied Scientist,223400
Applied Scientist,136000
Applied Scientist,223400
Applied Scientist,136000
Engineer,185000
Engineer,105100
Data Analyst,105000
Data Analyst,80000
Data Engineer,134734
Data Engineer,114481
AI Engineer,218860
AI Engineer,168350
Manager,231400
Manager,133900
Software Development Engineer,223600
Software Development Engineer,129300
Bioinformatics Scientist,191070
Bioinformatics Scientist,113200
Software Engineer,224300
Software Engineer,171600
Manager,185000
Manager,158000
Data Scientist,150520
Data Scientist,113480
Data Scientist,198000
Data Scientist,132000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,160000
Data Scientist,110000
Data Scientist,145000
Data Scientist,110000
Business Intelligence Engineer,215000
Business Intelligence Engineer,134500
Engineer,218100
Engineer,174158
Data Integration Specialist,150000
Data Integration Specialist,100000
Analytics Engineer,233625
Analytics Engineer,158945
Analytics Engineer,224100
Analytics Engineer,180000
Analytics Engineer,115000
Analytics Engineer,85000
Engineer,252900
Engineer,133100
Business Intelligence Developer,108000
Business Intelligence Developer,90000
Head of AI,225000
Head of AI,145000
Data Specialist,55000
Data Specialist,45000
Member of Technical Staff,250000
Member of Technical Staff,160000
Product Manager,310000
Product Manager,245000
Data Architect,165000
Data Architect,120000
Data Engineer,250000
Data Engineer,200000
Data Engineer,190000
Data Engineer,150000
Data Engineer,210000
Data Engineer,147000
Data Engineer,130000
Data Engineer,105000
Data Engineer,176000
Data Engineer,110000
Data Analyst,171000
Data Analyst,114000
Data Analyst,171000
Data Analyst,114000
Data Analyst,171000
Data Analyst,114000
Data Analyst,140000
Data Analyst,110000
Data Analyst,140000
Data Analyst,100000
Data Analyst,100000
Data Analyst,80000
Data Analyst,125000
Data Analyst,50000
Data Analyst,100000
Data Analyst,80000
Data Analyst,126500
Data Analyst,113850
Data Analyst,110000
Data Analyst,99000
Machine Learning Engineer,343100
Machine Learning Engineer,194500
Machine Learning Engineer,273923
Machine Learning Engineer,126000
Machine Learning Engineer,252000
Machine Learning Engineer,148909
Machine Learning Engineer,364254
Machine Learning Engineer,176924
Machine Learning Engineer,283600
Machine Learning Engineer,160700
Manager,243000
Manager,185000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Researcher,160000
Machine Learning Researcher,110000
Machine Learning Engineer,301000
Machine Learning Engineer,188100
Machine Learning Engineer,213000
Machine Learning Engineer,158000
Engineer,440190
Engineer,383910
Product Manager,285200
Product Manager,237700
Software Engineer,289460
Software Engineer,238520
Product Manager,285200
Product Manager,237700
Product Manager,285200
Product Manager,237700
Product Manager,285200
Product Manager,237700
Platform Engineer,150000
Platform Engineer,135000
Product Designer,206400
Product Designer,172000
Engineer,170000
Engineer,130000
Software Engineer,560000
Software Engineer,320000
Manager,275000
Manager,185000
Software Engineer,250000
Software Engineer,175000
Solution Architect,205000
Solution Architect,180000
Product Manager,230000
Product Manager,210000
Research Analyst,95520
Research Analyst,95520
Analyst,224100
Analyst,180000
Analyst,238625
Analyst,158945
Analyst,78000
Analyst,69000
Associate,85000
Associate,75000
Engineer,144285
Engineer,89285
Software Engineer,175000
Software Engineer,155000
Analyst,95000
Analyst,70000
Data Engineer,303900
Data Engineer,217000
Engineer,198000
Engineer,132000
Systems Engineer,231000
Systems Engineer,154000
Software Engineer,207000
Software Engineer,138000
Software Engineer,207000
Software Engineer,138000
Software Engineer,207000
Software Engineer,138000
Engineer,273000
Engineer,154000
Engineer,260000
Engineer,160000
Engineer,115000
Engineer,90000
Engineer,180000
Engineer,120000
Analyst,176000
Analyst,128000
Customer Success Manager,60000
Engineer,165000
Engineer,109000
Applied Scientist,294000
Applied Scientist,137600
Data Analyst,82000
Data Analyst,44000
Software Development Engineer,149800
Software Development Engineer,89700
Research Scientist,200000
Research Scientist,185000
Data Scientist,160000
Data Scientist,130000
Platform Engineer,231000
Platform Engineer,172000
Computational Biologist,126000
Computational Biologist,119000
AI Data Scientist,200000
Data Scientist,140000
Data Scientist,120000
Cloud Engineer,175300
Cloud Engineer,129500
Data Management Specialist,115500
Data Management Specialist,87000
Data Product Owner,170000
Data Product Owner,110000
Research Scientist,266000
Research Scientist,177688
Research Scientist,358000
Research Scientist,187040
Research Scientist,358000
Research Scientist,187040
Research Scientist,266000
Research Scientist,177688
Research Scientist,251000
Research Scientist,177000
Software Engineer,200000
Software Engineer,136000
Machine Learning Engineer,264200
Machine Learning Engineer,143100
Machine Learning Engineer,185000
Machine Learning Engineer,165000
Software Engineer,101265
Software Engineer,75949
Machine Learning Engineer,251666
Machine Learning Engineer,176166
Software Engineer,239000
Software Engineer,161000
Engineer,223400
Engineer,96800
Engineer,328300
Engineer,192700
Associate,42000
Associate,42000
Data Engineer,175400
Data Engineer,106300
Engineer,150700
Engineer,98800
Product Manager,238000
Product Manager,171000
Research Scientist,293000
Research Scientist,213000
Data Operations Engineer,100000
Data Operations Engineer,80000
Business Intelligence Engineer,221000
Business Intelligence Engineer,176000
Data Engineer,59115
Data Engineer,39410
Research Engineer,173000
Research Engineer,117000
Applied Scientist,294000
Applied Scientist,137600
Analytics Engineer,107000
Analytics Engineer,87000
Data Engineer,281000
Data Engineer,206000
Data Engineer,190000
Data Engineer,150000
Data Engineer,223900
Data Engineer,135700
Data Engineer,167500
Data Engineer,145000
Research Engineer,173000
Research Engineer,112500
Software Engineer,208800
Software Engineer,98300
Software Engineer,210000
Software Engineer,144840
Software Engineer,75949
Software Engineer,60126
Analyst,145000
Analyst,99000
Engineer,138500
Engineer,115000
Actuarial Analyst,135000
Actuarial Analyst,56000
Analyst,89000
Analyst,47000
Manager,189000
Manager,108000
Engineer,169000
Engineer,118000
Software Engineer,300000
Software Engineer,270000
Analyst,251600
Analyst,120100
Data Engineer,107000
Data Engineer,87000
Architect,188100
Architect,114500
Research Scientist,173000
Research Scientist,117000
Research Scientist,251000
Research Scientist,177000
Software Developer,178100
Software Developer,79000
Member of Technical Staff,178100
Member of Technical Staff,79000
Engineer,210000
Engineer,144840
Product Manager,190000
Product Manager,150000
BI Analyst,176150
BI Analyst,112700
Data Scientist,193750
Data Scientist,124000
Data Scientist,258000
Data Scientist,172000
Data Scientist,118273
Data Scientist,87419
Data Scientist,173296
Data Scientist,103978
Data Scientist,115000
Data Scientist,110000
Data Scientist,201783
Data Scientist,146751
AI Engineer,125000
AI Engineer,105000
Analyst,142133
Analyst,60643
Data Analyst,72000
Data Analyst,46000
Analyst,98000
Analyst,89000
Data Governance Analyst,101475
Data Governance Analyst,64575
Data Governance Analyst,234300
Data Governance Analyst,96900
Manager,197280
Manager,118368
Data Engineer,227950
Data Engineer,126100
Data Engineer,150200
Data Engineer,138715
Machine Learning Engineer,101265
Machine Learning Engineer,94936
Developer,86700
Developer,65025
DevOps Engineer,180000
DevOps Engineer,137510
Manager,188500
Manager,138715
Platform Engineer,190000
Platform Engineer,119574
Engineer,102848
Engineer,79113
DevOps Engineer,190000
DevOps Engineer,137510
Platform Engineer,155000
Platform Engineer,107957
Business Intelligence Analyst,120000
Business Intelligence Analyst,90000
Engineer,189175
Engineer,104650
Engineer,115100
Engineer,61800
Engineer,167575
Engineer,111717
Engineer,70000
Engineer,54600
Site Reliability Engineer,50000
Site Reliability Engineer,40000
Analyst,120000
Analyst,96000
Engineer,181500
Engineer,139600
Computational Scientist,99875
Computational Scientist,55250
Engineer,600593
Engineer,82600
Data Management Analyst,149400
Data Management Analyst,84000
Data and Reporting Analyst,138000
Data and Reporting Analyst,86000
Solution Architect,178200
Solution Architect,129600
Data Engineer,98000
Data Engineer,88000
Data Engineer,186754
Data Engineer,101000
Data Engineer,149400
Data Engineer,84000
Data Engineer,167471
Data Engineer,167471
Data Engineer,149183
Data Engineer,108497
Research Scientist,128000
Research Scientist,80000
Data Reporting Analyst,70000
Data Reporting Analyst,56000
Data Architect,207000
Data Architect,122400
Associate,75774
Associate,62645
Data Analyst,123075
Data Analyst,86155
Data Scientist,161866
Data Scientist,102419
Data Scientist,180000
Data Scientist,155000
Manager,200000
Manager,130000
Software Engineer,128000
Software Engineer,80000
Solutions Architect,200143
Solutions Architect,150143
Software Engineer,156000
Software Engineer,97000
Data Engineer,215900
Data Engineer,112500
Associate,141450
Associate,70550
Engineer,257600
Engineer,126650
AI Engineer,180000
AI Engineer,170000
Associate,120000
Associate,88500
Manager,225000
Manager,180000
Data Scientist,194000
Data Scientist,141100
Data Scientist,75000
Data Scientist,75000
Data Manager,100000
Data Manager,75000
Data Reporter,140000
Data Reporter,120000
Data Governance,256000
Data Governance,220000
Business Intelligence Analyst,124800
Business Intelligence Analyst,76128
Business Intelligence Developer,130000
Business Intelligence Developer,110000
Data Architect,160000
Data Architect,140000
Data Analyst,140000
Data Analyst,120000
Manager,115000
Manager,95000
Engineer,90000
Engineer,43200
Engineer,431250
Engineer,272000
Solutions Engineer,147000
Solutions Engineer,106900
Engineer,212750
Engineer,108000
Software Engineer,192300
Software Engineer,130900
Database Administrator,62128
Database Administrator,62128
Analyst,90000
Analyst,43200
Engineer,145800
Engineer,83300
Analyst,105000
Analyst,85000
Consultant,105000
Consultant,72300
Product Analyst,140000
Product Analyst,130000
Data Scientist,147900
Data Scientist,72200
Data Analyst,101500
Data Analyst,54500
Data Analyst,105000
Data Analyst,72300
Data Analyst,220300
Data Analyst,175500
Manager,180800
Manager,144000
Manager,164400
Manager,144000
Data Analyst,104000
Data Analyst,56000
Associate,124400
Associate,99100
Manager,197200
Manager,158400
Software Engineer,257200
Software Engineer,204900
Data Manager,111000
Data Manager,54200
Data Engineer,233800
Data Engineer,204900
Data Engineer,220700
Data Engineer,175800
Data Engineer,231000
Data Engineer,147000
Data Engineer,197400
Data Engineer,144200
Data Engineer,226900
Data Engineer,117300
Data Engineer,217500
Data Engineer,147000
Data Engineer,181000
Data Engineer,144200
Data Engineer,181000
Data Engineer,144200
Data Engineer,164600
Data Engineer,144200
Engineer,273800
Engineer,239900
Engineer,128600
Engineer,62800
Software Engineer,181000
Software Engineer,144200
Software Engineer,197400
Software Engineer,144200
Analyst,80000
Analyst,75000
Manager,190900
Manager,127200
Data Scientist,172000
Data Scientist,75600
Analyst,193000
Analyst,84600
Engineer,301200
Engineer,239900
Software Engineer,384200
Software Engineer,280600
Data Analyst,157700
Data Analyst,92800
Data Analyst,91600
Data Analyst,61000
Data Engineer,158000
Data Engineer,105400
Data Governance,314960
Data Governance,164780
Data Governance Analyst,100000
Data Governance Analyst,70000
Data Scientist,216400
Data Scientist,144200
Data Specialist,22736
Data Specialist,22736
Analyst,94300
Analyst,62900
Developer,71428
Developer,67857
Developer,71428
Developer,67857
Cloud Engineer,193000
Cloud Engineer,84600
Quantitative Developer,200000
Quantitative Developer,100000
Software Engineer,193000
Software Engineer,84600
Data Scientist,216000
Data Scientist,129900
Data Analyst,84100
Data Analyst,40500
Engineer,132700
Engineer,73800
Machine Learning Engineer,310000
Machine Learning Engineer,240000
Machine Learning Engineer,240000
Machine Learning Engineer,205000
Machine Learning Engineer,240000
Machine Learning Engineer,205000
Site Reliability Engineer,140000
Site Reliability Engineer,100000
Analyst,144900
Analyst,115900
Software Engineer,240000
Software Engineer,144000
Data Engineer,195000
Data Engineer,120000
Data Engineer,171800
Data Engineer,96600
Data and Reporting Analyst,180000
Data and Reporting Analyst,80000
Machine Learning Engineer,355000
Machine Learning Engineer,211536
Data Scientist,122200
Data Scientist,67600
Engineer,186200
Engineer,138900
DevOps Engineer,137860
DevOps Engineer,81094
Data Engineer,150200
Data Engineer,96741
Data Engineer,179000
Data Engineer,112000
Data Specialist,65000
Data Specialist,55000
Associate,150000
Associate,120000
Manager,118700
Manager,86300
Data Analyst,141000
Data Analyst,74000
Business Intelligence Developer,75000
Business Intelligence Developer,63000
Data Scientist,180000
Data Scientist,135000
Research Assistant,55000
Research Assistant,34700
Engineer,195500
Engineer,161158
Software Engineer,50000
Software Engineer,40000
Solutions Architect,306280
Solutions Architect,153140
Analyst,87000
Analyst,69600
BI Developer,130000
BI Developer,110500
Data Engineer,160850
Data Engineer,95379
Quantitative Researcher,162000
Quantitative Researcher,145000
Software Engineer,211180
Software Engineer,127890
DevOps Engineer,189240
DevOps Engineer,126160
Manager,130000
Manager,70000
Architect,142025
Architect,88675
Analyst,150000
Analyst,100000
Engineer,175900
Engineer,117300
Data Engineer,215600
Data Engineer,150000
Data Engineer,203000
Data Engineer,123000
Data Engineer,223900
Data Engineer,135700
Data Engineer,175400
Data Engineer,106300
Software Engineer,193000
Software Engineer,84600
Data Scientist,124800
Data Scientist,76128
Data Scientist,172000
Data Scientist,75600
Data Analyst,137000
Data Analyst,60400
Data Analyst,100000
Data Analyst,80000
DevOps Engineer,215000
DevOps Engineer,135000
Data Manager,95000
Data Manager,55000
Manager,212500
Manager,145000
Consultant,153400
Consultant,105000
Analyst,160000
Analyst,160000
Associate,226500
Associate,160000
Manager,265080
Manager,176720
Analyst,170760
Analyst,113840
AI Engineer,197400
AI Engineer,144200
Data Analyst,126582
Data Analyst,94936
Business Intelligence Engineer,202800
Business Intelligence Engineer,117300
Machine Learning Engineer,164500
Machine Learning Engineer,116500
Machine Learning Engineer,225300
Machine Learning Engineer,155300
Manager,346200
Manager,197800
Machine Learning Engineer,217900
Machine Learning Engineer,217900
Machine Learning Engineer,256500
Machine Learning Engineer,218025
Machine Learning Engineer,290200
Machine Learning Engineer,165800
Data Scientist,89873
Data Scientist,89873
Manager,143900
Manager,112860
Architect,218860
Architect,168350
Research Scientist,408500
Research Scientist,233500
Data Scientist,170000
Data Scientist,140000
Data Scientist,170000
Data Scientist,140000
Data Scientist,170000
Data Scientist,140000
Engineer,278738
Engineer,203183
Software Engineer,300000
Software Engineer,189000
Research Scientist,258100
Research Scientist,151900
Software Engineer,250800
Software Engineer,167200
Product Designer,215000
Product Designer,183000
Software Engineer,303050
Software Engineer,167200
Machine Learning Engineer,291500
Machine Learning Engineer,212000
Software Engineer,210000
Software Engineer,140000
Machine Learning Scientist,134000
Machine Learning Scientist,88000
Engineer,234400
Engineer,170700
Product Manager,245000
Product Manager,176000
Engineer,180000
Engineer,120000
Engineer,190000
Engineer,152000
Engineer,220000
Engineer,189000
Software Engineer,250800
Software Engineer,167200
Developer,270000
Developer,130000
AI Engineer,220000
AI Engineer,170000
Associate,241000
Associate,197000
Data Scientist,220000
Data Scientist,146000
Data Scientist,190000
Data Scientist,167000
Data Scientist,260000
Data Scientist,130000
Data Scientist,145000
Data Scientist,130000
Manager,161860
Manager,124486
Data Analyst,83000
Data Analyst,73000
Data Analyst,100000
Data Analyst,80000
Data Analyst,63000
Data Analyst,60000
Data Engineer,297000
Data Engineer,168300
Data Engineer,132800
Data Engineer,98770
Data Engineer,190000
Data Engineer,167000
Data Engineer,150000
Data Engineer,100000
Data Engineer,105000
Data Engineer,90000
Data Engineer,180000
Data Engineer,115000
Analytics Engineer,210000
Analytics Engineer,178500
Analytics Engineer,211000
Analytics Engineer,156000
Analytics Engineer,153900
Analytics Engineer,102600
Analytics Engineer,153900
Analytics Engineer,102600
Analytics Engineer,153900
Analytics Engineer,102600
Engineer,252000
Engineer,168000
Engineer,252000
Engineer,168000
AI Engineer,137000
AI Engineer,109600
AI Engineer,92857
AI Engineer,74285
Software Engineer,245000
Software Engineer,160000
Data Architect,180000
Data Architect,115000
Machine Learning Engineer,246000
Machine Learning Engineer,190000
Software Engineer,324000
Software Engineer,159000
Consultant,90000
Consultant,83000
Research Scientist,320000
Research Scientist,230000
Research Scientist,320000
Research Scientist,230000
Research Scientist,320000
Research Scientist,230000
Software Engineer,250000
Software Engineer,150000
Solutions Architect,300800
Solutions Architect,196200
Product Analyst,94936
Product Analyst,75949
Developer,84210
Developer,50526
Engineer,130000
Engineer,110000
Business Intelligence Analyst,105000
Business Intelligence Analyst,66000
Research Associate,46000
Research Associate,40750
Engineer,168480
Engineer,91520
Engineer,186000
Engineer,124000
Solutions Architect,163500
Solutions Architect,109000
Solutions Architect,163500
Solutions Architect,109000
Solutions Architect,163500
Solutions Architect,109000
Solutions Architect,163500
Solutions Architect,109000
Solutions Architect,179850
Solutions Architect,119900
Developer,270000
Developer,130000
Solutions Engineer,130000
Solutions Engineer,100000
Developer,130000
Developer,90000
Developer,252000
Developer,138000
Software Engineer,405000
Software Engineer,320000
Developer,78000
Developer,68000
